Episode_Return,Episode_Return_smooth,env_step
394.0,243.61999999999998,11025
478.0,249.85999999999996,11050
500.0,259.47999999999996,11075
500.0,266.71999999999997,11100
500.0,274.28,11125
500.0,284.02,11150
307.0,287.86,11175
248.0,292.32000000000005,11200
237.0,296.68,11225
191.0,299.56,11250
242.0,301.3,11275
204.0,304.88,11300
193.0,303.5,11325
175.0,299.94,11350
245.0,294.84,11375
207.0,290.8,11400
313.0,294.38000000000005,11425
362.0,291.62000000000006,11450
500.0,291.62000000000006,11475
500.0,291.62000000000006,11500
500.0,291.62000000000006,11525
500.0,291.62000000000006,11550
500.0,296.28,11575
500.0,304.09999999999997,11600
393.0,303.38,11625
342.0,303.26000000000005,11650
247.0,302.58000000000004,11675
201.0,301.88000000000005,11700
226.0,301.38,11725
224.0,302.12,11750
34.0,299.66,11775
206.0,300.28,11800
214.0,301.14000000000004,11825
221.0,302.44,11850
176.0,305.2,11875
202.0,304.92,11900
212.0,303.71999999999997,11925
216.0,303.23999999999995,11950
257.0,303.5,11975
231.0,302.23999999999995,12000
291.0,303.59999999999997,12025
255.0,303.97999999999996,12050
193.0,303.29999999999995,12075
205.0,304.02000000000004,12100
272.0,305.65999999999997,12125
223.0,305.59999999999997,12150
214.0,304.03999999999996,12175
217.0,301.3,12200
205.0,297.5,12225
32.0,290.1,12250
161.0,285.44000000000005,12275
162.0,279.12000000000006,12300
161.0,272.34000000000003,12325
164.0,265.62,12350
191.0,259.44,12375
153.0,252.5,12400
172.0,249.79999999999998,12425
154.0,247.92,12450
234.0,247.86,12475
43.0,244.9,12500
189.0,243.83999999999997,12525
166.0,243.07999999999998,12550
213.0,243.48000000000002,12575
203.0,244.04000000000002,12600
192.0,242.98000000000002,12625
181.0,242.45999999999998,12650
146.0,239.12,12675
29.0,232.46,12700
161.0,225.67999999999998,12725
188.0,219.44,12750
121.0,211.85999999999999,12775
147.0,204.8,12800
29.0,195.38,12825
25.0,185.87999999999997,12850
30.0,178.62000000000003,12875
39.0,172.56,12900
113.0,169.88,12925
17.0,166.2,12950
123.0,164.14000000000001,12975
117.0,162.0,13000
116.0,163.64000000000001,13025
44.0,160.39999999999998,13050
43.0,156.98,13075
102.0,154.60000000000002,13100
209.0,155.26000000000002,13125
271.0,156.64000000000001,13150
267.0,157.73999999999998,13175
74.0,154.9,13200
265.0,155.06,13225
270.0,155.84,13250
290.0,155.82,13275
276.0,156.23999999999998,13300
264.0,157.66,13325
174.0,157.04000000000002,13350
183.0,155.26000000000002,13375
38.0,151.56,13400
119.0,149.66000000000003,13425
40.0,146.12,13450
152.0,145.06,13475
151.0,147.44,13500
150.0,147.22000000000003,13525
163.0,147.24,13550
21.0,144.44,13575
148.0,144.12,13600
168.0,143.66,13625
30.0,141.2,13650
155.0,140.86,13675
148.0,140.74,13700
214.0,140.34000000000003,13725
178.0,143.04,13750
247.0,144.2,13775
249.0,145.85999999999999,13800
213.0,145.85999999999999,13825
252.0,146.84,13850
343.0,149.85999999999999,13875
492.0,156.07999999999998,13900
396.0,161.08,13925
500.0,170.5,13950
330.0,173.88,13975
336.0,176.84,14000
265.0,179.72,14025
420.0,185.17999999999998,14050
273.0,190.06,14075
368.0,196.92000000000002,14100
319.0,202.7,14125
189.0,205.7,14150
179.0,207.02,14175
185.0,210.38000000000002,14200
36.0,208.64000000000001,14225
26.0,206.82000000000002,14250
22.0,204.94,14275
39.0,204.84000000000003,14300
19.0,204.35999999999999,14325
23.0,202.78,14350
45.0,199.49999999999997,14375
24.0,194.55999999999997,14400
221.0,193.64,14425
111.0,194.38,14450
170.0,192.48000000000002,14475
228.0,191.64,14500
259.0,191.01999999999998,14525
421.0,193.92,14550
249.0,193.61999999999998,14575
478.0,199.7,14600
317.0,202.38,14625
347.0,208.55999999999997,14650
185.0,209.88,14675
212.0,213.32000000000002,14700
234.0,214.95999999999998,14725
247.0,216.88,14750
206.0,218.0,14775
291.0,220.55999999999997,14800
150.0,223.14000000000001,14825
260.0,225.38,14850
409.0,230.2,14875
261.0,234.82,14900
183.0,235.38,14925
160.0,235.61999999999998,14950
155.0,234.44000000000003,14975
157.0,234.02,15000
157.0,232.22,15025
138.0,230.0,15050
159.0,228.92,15075
159.0,227.05999999999997,15100
168.0,223.55999999999997,15125
132.0,216.36,15150
160.0,211.64000000000001,15175
186.0,205.36,15200
178.0,202.32,15225
185.0,199.3,15250
212.0,198.24000000000004,15275
211.0,194.06,15300
295.0,194.5,15325
279.0,192.72000000000003,15350
257.0,191.48,15375
281.0,193.32000000000002,15400
219.0,194.11999999999998,15425
229.0,195.0,15450
198.0,198.23999999999998,15475
234.0,202.4,15500
203.0,206.02,15525
209.0,209.42,15550
198.0,213.0,15575
229.0,217.12,15600
220.0,220.62,15625
229.0,224.72,15650
282.0,225.94,15675
277.0,229.26000000000002,15700
334.0,232.54000000000002,15725
320.0,234.38000000000002,15750
339.0,235.98,15775
457.0,236.70000000000002,15800
384.0,239.4,15825
366.0,237.16,15850
333.0,237.48000000000002,15875
315.0,236.84000000000003,15900
279.0,238.72,15925
299.0,240.46000000000004,15950
232.0,240.42000000000002,15975
268.0,240.84000000000003,16000
220.0,241.11999999999998,16025
201.0,239.32000000000002,16050
277.0,241.85999999999999,16075
206.0,240.78000000000003,16100
206.0,236.72000000000003,16125
183.0,235.16,16150
173.0,234.96000000000004,16175
208.0,235.92000000000002,16200
182.0,236.46,16225
183.0,236.98,16250
235.0,238.54,16275
186.0,239.5,16300
172.0,239.76000000000002,16325
225.0,241.08,16350
195.0,241.62000000000003,16375
232.0,243.61999999999998,16400
197.0,244.36,16425
209.0,244.82,16450
190.0,245.06,16475
178.0,244.92,16500
201.0,244.7,16525
206.0,244.60000000000002,16550
177.0,242.24,16575
198.0,240.62,16600
175.0,238.98,16625
158.0,236.52,16650
169.0,235.52,16675
208.0,235.1,16700
183.0,234.8,16725
161.0,233.34,16750
191.0,233.09999999999997,16775
235.0,233.62,16800
183.0,233.31999999999996,16825
220.0,233.14000000000001,16850
203.0,232.79999999999998,16875
237.0,232.96,16900
190.0,231.12000000000003,16925
210.0,229.77999999999997,16950
219.0,227.48000000000002,16975
217.0,225.42,17000
196.0,222.56,17025
192.0,217.26,17050
228.0,214.13999999999996,17075
54.0,207.9,17100
264.0,206.52,17125
223.0,204.68,17150
231.0,203.72,17175
222.0,202.18,17200
178.0,201.1,17225
192.0,199.57999999999998,17250
213.0,199.43999999999997,17275
187.0,199.16,17300
180.0,197.22,17325
41.0,193.92,17350
169.0,193.17999999999998,17375
191.0,193.33999999999997,17400
193.0,193.74,17425
228.0,194.14,17450
169.0,193.87999999999997,17475
191.0,194.04,17500
163.0,192.60000000000002,17525
236.0,193.6,17550
229.0,194.74,17575
214.0,194.51999999999998,17600
236.0,195.33999999999997,17625
256.0,195.82,17650
280.0,197.48,17675
236.0,198.02,17700
319.0,200.60000000000002,17725
299.0,203.02,17750
229.0,203.58,17775
220.0,203.85999999999999,17800
220.0,204.72000000000003,17825
201.0,204.78,17850
232.0,205.92000000000002,17875
216.0,207.07999999999998,17900
193.0,207.56,17925
226.0,207.92000000000002,17950
238.0,209.02,17975
241.0,210.62,18000
203.0,210.86,18025
234.0,210.84000000000003,18050
261.0,212.40000000000003,18075
260.0,213.2,18100
243.0,214.00000000000003,18125
270.0,214.66000000000003,18150
259.0,216.04,18175
334.0,218.51999999999998,18200
263.0,219.39999999999998,18225
276.0,220.57999999999998,18250
363.0,223.92000000000004,18275
277.0,225.62,18300
296.0,226.98000000000002,18325
288.0,231.66,18350
266.0,231.7,18375
257.0,232.38,18400
273.0,233.22000000000003,18425
259.0,233.95999999999998,18450
307.0,236.54,18475
206.0,236.82000000000002,18500
213.0,236.82000000000002,18525
252.0,238.12,18550
218.0,238.88,18575
242.0,242.9,18600
220.0,243.92,18625
236.0,244.82,18650
216.0,245.28000000000003,18675
200.0,244.72000000000003,18700
234.0,246.02,18725
213.0,246.46,18750
200.0,247.2,18775
194.0,246.36,18800
223.0,246.23999999999998,18825
257.0,247.10000000000002,18850
221.0,246.79999999999998,18875
236.0,246.4,18900
283.0,246.46,18925
272.0,247.18,18950
263.0,246.05999999999997,18975
201.0,244.10000000000002,19000
215.0,243.82000000000002,19025
216.0,243.73999999999998,19050
198.0,243.29999999999998,19075
196.0,243.2,19100
161.0,241.77999999999997,19125
160.0,240.66,19150
184.0,240.48000000000002,19175
188.0,239.72,19200
142.0,237.8,19225
189.0,236.76000000000002,19250
157.0,235.84,19275
174.0,234.64,19300
164.0,232.7,19325
192.0,231.34,19350
193.0,230.33999999999997,19375
178.0,228.5,19400
247.0,228.26000000000002,19425
215.0,225.88,19450
230.0,225.22000000000003,19475
205.0,223.80000000000004,19500
223.0,220.99999999999997,19525
256.0,220.57999999999998,19550
251.0,219.67999999999998,19575
273.0,219.38000000000002,19600
289.0,219.84,19625
266.0,220.02,19650
289.0,220.33999999999997,19675
253.0,220.22000000000003,19700
280.0,219.67999999999998,19725
427.0,224.09999999999997,19750
292.0,225.68,19775
300.0,226.64,19800
289.0,228.05999999999997,19825
237.0,227.96,19850
246.0,228.48,19875
236.0,228.48000000000002,19900
206.0,228.27999999999997,19925
225.0,228.78,19950
218.0,228.46,19975
38.0,224.95999999999998,20000
192.0,224.8,20025
216.0,225.23999999999998,20050
166.0,224.1,20075
187.0,222.70000000000002,20100
195.0,222.17999999999998,20125
252.0,222.5,20150
214.0,221.12,20175
224.0,220.16000000000003,20200
277.0,220.44,20225
311.0,222.64000000000001,20250
23.0,218.79999999999998,20275
500.0,224.48000000000002,20300
474.0,230.0,20325
500.0,236.08,20350
472.0,242.3,20375
339.0,245.88000000000002,20400
291.0,248.01999999999998,20425
259.0,249.44000000000003,20450
235.0,251.29999999999995,20475
233.0,252.18,20500
193.0,252.9,20525
230.0,254.02,20550
176.0,254.26000000000005,20575
175.0,253.92,20600
30.0,250.66000000000005,20625
47.0,248.04,20650
147.0,246.04,20675
176.0,245.26000000000002,20700
196.0,244.57999999999998,20725
207.0,244.62,20750
200.0,244.16000000000003,20775
323.0,245.5,20800
427.0,249.02,20825
442.0,252.39999999999995,20850
500.0,256.62,20875
500.0,261.29999999999995,20900
409.0,263.7,20925
493.0,268.49999999999994,20950
369.0,270.28000000000003,20975
333.0,268.4,21000
286.0,268.28000000000003,21025
424.0,270.76,21050
280.0,270.58,21075
325.0,272.34000000000003,21100
351.0,274.44,21125
438.0,278.48,21150
313.0,280.62000000000006,21175
318.0,282.48,21200
500.0,288.12,21225
500.0,297.36,21250
431.0,302.14,21275
367.0,305.16,21300
379.0,309.42,21325
396.0,313.6,21350
500.0,319.70000000000005,21375
297.0,320.6,21400
500.0,326.32,21425
392.0,329.67999999999995,21450
300.0,330.14000000000004,21475
353.0,330.98,21500
201.0,334.53999999999996,21525
280.0,330.13999999999993,21550
226.0,325.1799999999999,21575
191.0,319.0,21600
152.0,312.59999999999997,21625
225.0,310.32,21650
161.0,307.71999999999997,21675
197.0,306.47999999999996,21700
500.0,311.78000000000003,21725
421.0,315.53999999999996,21750
265.0,316.97999999999996,21775
311.0,318.6,21800
238.0,319.84,21825
370.0,323.74,21850
321.0,329.55999999999995,21875
242.0,333.46,21900
402.0,338.56,21925
336.0,341.76,21950
386.0,345.56,21975
323.0,347.88,22000
500.0,353.88,22025
500.0,357.41999999999996,22050
500.0,358.88,22075
417.0,358.38000000000005,22100
403.0,356.44,22125
305.0,352.53999999999996,22150
500.0,354.36,22175
323.0,350.9599999999999,22200
349.0,350.56,22225
350.0,350.90000000000003,22250
388.0,352.94,22275
322.0,350.90000000000003,22300
500.0,355.3,22325
356.0,355.92,22350
488.0,358.65999999999997,22375
335.0,356.6,22400
276.0,355.86,22425
215.0,353.8,22450
256.0,348.92,22475
236.0,343.64000000000004,22500
248.0,339.97999999999996,22525
268.0,337.99999999999994,22550
245.0,335.32000000000005,22575
250.0,332.40000000000003,22600
278.0,327.96,22625
251.0,327.04,22650
214.0,321.32,22675
201.0,317.50000000000006,22700
191.0,315.32,22725
177.0,311.8,22750
133.0,310.44,22775
138.0,307.6,22800
137.0,305.82,22825
149.0,304.98,22850
128.0,304.5,22875
134.0,302.68,22900
142.0,302.3,22925
136.0,301.08000000000004,22950
135.0,293.78,22975
167.0,288.7,23000
179.0,286.98,23025
199.0,284.74,23050
210.0,284.18,23075
200.0,280.78000000000003,23100
191.0,278.18,23125
186.0,277.05999999999995,23150
184.0,272.7,23175
196.0,269.90000000000003,23200
191.0,266.0,23225
201.0,263.55999999999995,23250
178.0,257.12,23275
210.0,251.32,23300
243.0,246.17999999999998,23325
250.0,242.84,23350
248.0,239.74,23375
197.0,237.57999999999998,23400
232.0,232.21999999999997,23425
205.0,229.86,23450
234.0,227.56,23475
223.0,225.02000000000004,23500
189.0,221.04,23525
253.0,219.66000000000003,23550
219.0,214.04000000000002,23575
233.0,211.58,23600
271.0,207.24,23625
385.0,208.23999999999998,23650
339.0,209.5,23675
362.0,212.44,23700
500.0,217.32,23725
349.0,219.57999999999998,23750
423.0,223.08,23775
500.0,227.71999999999997,23800
258.0,227.98000000000002,23825
265.0,228.27999999999997,23850
328.0,229.28,23875
183.0,227.92000000000002,23900
202.0,227.68,23925
147.0,226.60000000000002,23950
142.0,225.62,23975
150.0,225.08000000000004,24000
149.0,225.39999999999998,24025
179.0,226.22,24050
180.0,227.07999999999998,24075
242.0,228.94000000000003,24100
284.0,232.06,24125
245.0,234.28000000000003,24150
327.0,237.98000000000002,24175
441.0,244.07999999999996,24200
257.0,246.52,24225
343.0,250.04000000000005,24250
171.0,249.88,24275
253.0,250.96,24300
174.0,250.24,24325
145.0,249.14,24350
135.0,248.02,24375
22.0,244.74,24400
56.0,242.18,24425
134.0,240.94000000000003,24450
123.0,239.58,24475
161.0,238.78,24500
151.0,238.23999999999998,24525
175.0,237.54,24550
217.0,237.02,24575
235.0,236.72000000000003,24600
213.0,236.02,24625
285.0,237.78,24650
210.0,237.34000000000003,24675
182.0,236.88000000000002,24700
254.0,237.28000000000003,24725
208.0,236.98,24750
204.0,237.28,24775
171.0,235.64,24800
266.0,236.58,24825
280.0,237.51999999999998,24850
277.0,237.64000000000001,24875
372.0,237.38000000000002,24900
348.0,237.56,24925
357.0,237.46000000000004,24950
363.0,234.72,24975
417.0,236.08,25000
500.0,237.62,25025
459.0,236.8,25050
500.0,241.64000000000001,25075
399.0,244.32000000000002,25100
500.0,247.76000000000005,25125
443.0,252.96,25150
500.0,258.91999999999996,25175
313.0,262.24,25200
267.0,264.73999999999995,25225
273.0,267.2,25250
331.0,270.84,25275
385.0,274.96,25300
317.0,277.7,25325
254.0,277.94,25350
228.0,276.82,25375
92.0,273.76,25400
235.0,271.92,25425
235.0,267.8,25450
216.0,266.98,25475
245.0,265.02000000000004,25500
224.0,266.08,25525
245.0,265.92,25550
212.0,266.67999999999995,25575
292.0,269.61999999999995,25600
313.0,273.18,25625
266.0,278.06,25650
246.0,281.86,25675
284.0,284.85999999999996,25700
295.0,288.3,25725
317.0,291.42,25750
318.0,294.76000000000005,25775
317.0,297.59999999999997,25800
255.0,298.35999999999996,25825
256.0,298.78,25850
244.0,299.4,25875
210.0,297.90000000000003,25900
266.0,299.02,25925
247.0,300.32,25950
284.0,300.91999999999996,25975
258.0,301.92,26000
263.0,303.1,26025
226.0,304.2,26050
202.0,302.91999999999996,26075
214.0,301.59999999999997,26100
198.0,300.02,26125
193.0,296.44000000000005,26150
23.0,289.94,26175
173.0,286.26,26200
15.0,279.3,26225
128.0,273.52,26250
177.0,267.06,26275
23.0,258.34000000000003,26300
177.0,251.88,26325
17.0,244.24000000000004,26350
27.0,234.78,26375
171.0,229.34,26400
18.0,219.7,26425
187.0,217.18000000000004,26450
20.0,212.24,26475
198.0,210.74,26500
22.0,204.56,26525
25.0,197.36,26550
179.0,194.6,26575
16.0,189.84,26600
24.0,185.76000000000002,26625
13.0,184.18000000000004,26650
21.0,179.89999999999998,26675
14.0,175.47999999999996,26700
14.0,171.44,26725
19.0,166.92000000000002,26750
18.0,162.79999999999998,26775
16.0,158.22,26800
14.0,154.26000000000002,26825
27.0,148.95999999999998,26850
15.0,143.00000000000003,26875
128.0,140.24,26900
19.0,135.70000000000002,26925
13.0,130.28,26950
24.0,124.86000000000001,26975
13.0,118.78,27000
17.0,112.76,27025
22.0,106.86,27050
20.0,102.15999999999998,27075
18.0,97.4,27100
14.0,92.8,27125
126.0,91.12,27150
16.0,86.12,27175
25.0,81.68000000000002,27200
14.0,76.28000000000002,27225
13.0,71.38000000000001,27250
10.0,66.32,27275
11.0,62.019999999999996,27300
11.0,58.2,27325
13.0,54.18,27350
12.0,50.46000000000001,27375
12.0,46.839999999999996,27400
14.0,46.660000000000004,27425
15.0,43.50000000000001,27450
17.0,43.540000000000006,27475
15.0,41.28,27500
16.0,38.06,27525
17.0,37.940000000000005,27550
16.0,34.72,27575
13.0,34.64,27600
14.0,34.38000000000001,27625
10.0,31.160000000000007,27650
11.0,31.020000000000007,27675
13.0,27.540000000000006,27700
12.0,27.380000000000006,27725
24.0,23.900000000000006,27750
14.0,23.740000000000006,27775
18.0,23.600000000000005,27800
16.0,20.340000000000007,27825
14.0,20.300000000000004,27850
17.0,20.160000000000004,27875
18.0,20.260000000000005,27900
14.0,20.120000000000005,27925
15.0,20.14,27950
14.0,20.14,27975
12.0,20.000000000000004,28000
10.0,19.840000000000003,28025
9.0,19.700000000000006,28050
10.0,19.620000000000005,28075
8.0,19.240000000000002,28100
9.0,19.120000000000005,28125
10.0,16.760000000000005,28150
10.0,16.580000000000005,28175
9.0,16.500000000000004,28200
12.0,16.26000000000001,28225
11.0,16.220000000000006,28250
11.0,16.100000000000005,28275
15.0,15.960000000000006,28300
10.0,15.760000000000003,28325
10.0,15.600000000000003,28350
10.0,15.520000000000005,28375
